"DOCUMENTIDENTIFIER","DOCUMENTTYPE","CANONICALPATH"
CIT39648,ControlTesterTestItem,/R10.4/Data Delivery Emails/5_PT Smartfren_Delivery.pdf
CIT39648,ControlTesterTestItem,/R10.4/Data Delivery Emails/7_ Telenet NV_Delivery.pdf
CIT39648,ControlTesterTestItem,/R10.4/Deferred Revenue Support/October/R10.4.2.2_Journal - NetSuite (Ziff Davis LLC).pdf
CIT39648,ControlTesterTestItem,/R10.4/Deferred Revenue Support/October/R10.4.2.3_Journal - NetSuite (Ziff Davis LLC).pdf
CIT39648,ControlTesterTestItem,/R10.4/Deferred Revenue Support/October/R10.4.2.4_Journal - NetSuite (Ziff Davis LLC).pdf
CIT39648,ControlTesterTestItem,/R10.4/Deferred Revenue Support/October/R10.4.2.5_Journal - NetSuite (Ziff Davis LLC).pdf
CIT39648,ControlTesterTestItem,/R10.4/Deferred Revenue Support/October/R10.4.2.6_Ookla and RI Balance Sheet - NetSuite (Ziff Davis LLC).pdf
CIT39648,ControlTesterTestItem,/R10.4/Deferred Revenue Support/October/R10.4.2.1_ZD RI_2305 Deferred Revenue_Oct 2016.xlsx
CIT39648,ControlTesterTestItem,/R10.4/Deferred Revenue Support/November/R10.4.3.3_Journal - NetSuite (Ziff Davis LLC).pdf
CIT39648,ControlTesterTestItem,/R10.4/Deferred Revenue Support/November/R10.4.3.4_Journal - NetSuite (Ziff Davis LLC).pdf
CIT39648,ControlTesterTestItem,/R10.4/Deferred Revenue Support/November/R10.4.3.5_Journal - NetSuite (Ziff Davis LLC).pdf
CIT39648,ControlTesterTestItem,/R10.4/Deferred Revenue Support/November/R10.4.3.6_Ookla and RI Balance Sheet - NetSuite (Ziff Davis LLC).pdf
CIT39648,ControlTesterTestItem,/R10.4/Deferred Revenue Support/November/R10.4.3.8_Journal - NetSuite (Ziff Davis LLC).pdf
CIT39648,ControlTesterTestItem,/R10.4/Deferred Revenue Support/November/R10.4.3.9_Journal - NetSuite (Ziff Davis LLC).pdf
CIT39648,ControlTesterTestItem,/R10.4/Deferred Revenue Support/November/R10.4.3.10_Journal - NetSuite (Ziff Davis LLC).pdf
CIT39648,ControlTesterTestItem,/R10.4/Deferred Revenue Support/November/R10.4.3.11_Journal - NetSuite (Ziff Davis LLC).pdf
CIT39640,ControlTesterTestItem,/R06.15_C - Customer Orders/11 -  IC Confirmation Report (Soft Copy).xlsx
CIT39640,ControlTesterTestItem,/R06.15_C - Customer Orders/11 -IC Confirmation Report.pdf
CIT39640,ControlTesterTestItem,/R06.15_C - Customer Orders/12 - salesify akamai 11239 may.xlsx
CIT39640,ControlTesterTestItem,"/R06.15_C - Customer Orders/13, 19 - IC Confirmation Report.xlsx"
CIT39640,ControlTesterTestItem,/R06.15_C - Customer Orders/14 - Salesify 05052016.xlsx
CIT39640,ControlTesterTestItem,/R06.15_C - Customer Orders/15.pdf
CIT39640,ControlTesterTestItem,/R06.15_C - Customer Orders/16.pdf
CIT39640,ControlTesterTestItem,/R06.15_C - Customer Orders/17.pdf
CIT39640,ControlTesterTestItem,/R06.15_C - Customer Orders/18.pdf
CIT39640,ControlTesterTestItem,/R06.15_C - Customer Orders/19.pdf
CIT39640,ControlTesterTestItem,/R06.15_C - Customer Orders/20.pdf
CIT39640,ControlTesterTestItem,/R06.15_C - Customer Orders/21 - Salesify 05182016.xlsx
CIT39640,ControlTesterTestItem,/R06.15_C - Customer Orders/22 - Evidence of Order Receipt in June.JPG
CIT39640,ControlTesterTestItem,/R06.15_C - Customer Orders/23 - salesify rsam.xlsx
CIT39640,ControlTesterTestItem,/R06.15_C - Customer Orders/24 - Madison Logic Online Reservation.JPG
CIT39640,ControlTesterTestItem,/R06.15_C - Customer Orders/25.pdf
CIT39640,ControlTesterTestItem,/R06.15_C - Customer Orders/26 - Madison Logic Online Reservation.JPG
CIT39640,ControlTesterTestItem,/R06.15_C - Customer Orders/27 - Evidence of Date Order Was Received from ML.pdf
CIT39640,ControlTesterTestItem,/R06.15_C - Customer Orders/27 - Madison Logic Online Reservation.JPG
CIT39640,ControlTesterTestItem,/R06.15_C - Customer Orders/28 - Madison Logic Online Reservation.JPG
CIT39640,ControlTesterTestItem,/R06.15_C - Customer Orders/29 - Evidence of Order Receipt in June.JPG
CIT39640,ControlTesterTestItem,/R06.15_C - Customer Orders/29 - Madison Logic Online Reservation.JPG
CIT39640,ControlTesterTestItem,/R06.15_C - Customer Orders/30 - Madison Logic Online Reservation.JPG
CIT39640,ControlTesterTestItem,/R06.15_C - Customer Orders/31.JPG
CIT39640,ControlTesterTestItem,/R06.15_C - Customer Orders/32.pdf
CIT39640,ControlTesterTestItem,/R06.15_C - Customer Orders/33.pdf
CIT39640,ControlTesterTestItem,/R06.15_C - Customer Orders/34.pdf
CIT39640,ControlTesterTestItem,/R06.15_C - Customer Orders/35.pdf
CIT39640,ControlTesterTestItem,/R06.15_C - Customer Orders/27 - Madison Logic Additional 150 Leads Reservation.JPG
CIT39640,ControlTesterTestItem,/R06.15_C - Customer Orders/35 - Madison Logic System.JPG
CIT39640,ControlTesterTestItem,/R06.15_C - Customer Orders/36.pdf
CIT39640,ControlTesterTestItem,/R06.15_C - Customer Orders/37.pdf
CIT39640,ControlTesterTestItem,/R06.15_C - Customer Orders/38.pdf
CIT39640,ControlTesterTestItem,/R06.15_C - Customer Orders/39.JPG
CIT39640,ControlTesterTestItem,/R06.15_C - Customer Orders/40 - Download from Madison Logic System (Sept 1).PNG
CIT39640,ControlTesterTestItem,/R06.15_C - Customer Orders/40.pdf
CIT39640,ControlTesterTestItem,/R06.15_C - Customer Orders/41.pdf
CIT39640,ControlTesterTestItem,/R06.15_C - Customer Orders/42.docx
CIT39640,ControlTesterTestItem,/R06.15_C - Customer Orders/43 - PO Submission.pdf
CIT39640,ControlTesterTestItem,/R06.15_C - Customer Orders/43.docx
CIT39640,ControlTesterTestItem,/R06.15_C - Customer Orders/44 - Original E-mail Order.pdf
CIT39640,ControlTesterTestItem,/R06.15_C - Customer Orders/45.pdf
CIT39641,ControlTesterTestItem,/R01.15/Contracts/R01.15_3_11_21_27_37_40_Commission Junction Affiliate Agreement.pdf
CIT39641,ControlTesterTestItem,/R01.15/Contracts/R01.15_4_Avangate Publisher Agreement 4-13-15.pdf
CIT39641,ControlTesterTestItem,/R01.15/Contracts/R01.15_4b_Avangate - Terms & Conditions.pdf
CIT39641,ControlTesterTestItem,/R01.15/Contracts/R01.15_5_1485 - Quickbooks__April_2016_IO_Counter-signed.pdf
CIT39641,ControlTesterTestItem,/R01.15/Contracts/R01.15_6_1467 - Zaful March-April 2016 IO counter-signed.pdf
CIT39641,ControlTesterTestItem,/R01.15/Contracts/R01.15_7_1487 - Ulta April 2016 IO Counter-signed.pdf
CIT39641,ControlTesterTestItem,/R01.15/Contracts/R01.15_8_1504 - iRobot April 2016 IO Counter-signed.pdf
CIT39641,ControlTesterTestItem,/R01.15/Contracts/R01.15_9_1488 - Barnes&Noble_Apr-May 2016 IO_Counter-signed.pdf
CIT39641,ControlTesterTestItem,/R01.15/Contracts/R01.15_10_1453 - American Eagle_Feb-April 2016_ IO Counter-signed.pdf
CIT39641,ControlTesterTestItem,/R01.15/Contracts/R01.15_12_AffiliateWindow_affiliateterms(JOE)(2).docx
CIT39641,ControlTesterTestItem,/R01.15/Contracts/R01.15_13_32_39_OneNetworkDirect Terms and Conditions.pdf
CIT39641,ControlTesterTestItem,/R01.15/Contracts/R01.15_14_Terms.docx
CIT39641,ControlTesterTestItem,/R01.15/Contracts/R01.15_15_LegalZoom_Aff_TC.docx
CIT39641,ControlTesterTestItem,/R01.15/Contracts/R01.15_16_MGM Resorts International Website Terms of Use.pdf
CIT39641,ControlTesterTestItem,/R01.15/Contracts/R01.15_17_1486 - T-Mobile Q2 2016 IO Counter-signed.pdf
CIT39641,ControlTesterTestItem,/R01.15/Contracts/R01.15_18_1481 - McAfee May 2016 IO Counter-signed.pdf
CIT39641,ControlTesterTestItem,/R01.15/Contracts/R01.15_19_1528 - Home Decorators Collection May 2016 IO Counter-signed.pdf
CIT39641,ControlTesterTestItem,/R01.15/Contracts/R01.15_20_1532 - Home Decorators Collection May 20-23 2016 IO Counter-signed.pdf
CIT39641,ControlTesterTestItem,/R01.15/Contracts/R01.15_22_AvantLink  Terms and Conditions 4-13-15.pdf
CIT39641,ControlTesterTestItem,/R01.15/Contracts/R01.15_23_LinkConnector - Terms and Conditions.pdf
CIT39641,ControlTesterTestItem,/R01.15/Contracts/R01.15_25_35_eBay (PepperJam) Publisher Agreement 11-6-14.pdf
CIT39641,ControlTesterTestItem,/R01.15/Contracts/R01.15_26_4.5.3.10.3 Google adsense t's and c's.pdf
CIT39641,ControlTesterTestItem,/R01.15/Contracts/R01.15_28_ShareASale Affiliate Service Agreement 4-13-15.pdf
CIT39641,ControlTesterTestItem,/R01.15/Contracts/R01.15_29_1549 - Carbonite June 2016 IO Counter-signed.pdf
CIT39641,ControlTesterTestItem,/R01.15/Contracts/R01.15_30_1558 - EasyCanvasPrints June 2016 IO Counter-signed.pdf
CIT39641,ControlTesterTestItem,/R01.15/Contracts/R01.15_31_Rakuten Marketing (Linkshare) Publisher Membership Agreement.pdf
CIT39641,ControlTesterTestItem,/R01.15/Contracts/R01.15_34_Tradedoubler Publisher Agreement.pdf
CIT39641,ControlTesterTestItem,/R01.15/Contracts/R01.15_36_Dragon Door.pdf
CIT39641,ControlTesterTestItem,/R01.15/Contracts/R01.15_38_Impact Radius Terms & Conditions 1-11-10.pdf
CIT39641,ControlTesterTestItem,/R01.15/Contracts/R01.15_41_1552 - Rosegal July - Aug 2016 IO Counter-signed.pdf
CIT39641,ControlTesterTestItem,/R01.15/Contracts/R01.15_42_305 - Guthy_Meaningful Beauty_Crepe Erase_Q3 2016 IO Counter-signed.pdf
CIT39641,ControlTesterTestItem,/R01.15/Contracts/R01.15_43_307 - Microsoft Q3 and Q4 2016_ IO-countersigned.pdf
CIT39641,ControlTesterTestItem,/R01.15/Contracts/R01.15_44_1595 - Jet.com Aug 2016 IO Counter-signed.pdf
CIT39641,ControlTesterTestItem,/R01.15/Contracts/R01.15_45_1606 - McAfee August 2016 IO Counter-signed.pdf
CIT39641,ControlTesterTestItem,/R01.15/Contracts/R01.15_Commission Junction Assignment and Assumption Amendment  12-3-10.pdf
CIT39642,ControlTesterTestItem,/R01.3-1 FY15 PS VUE IGN_REVISED IO .23.16-CS.pdf
CIT39642,ControlTesterTestItem,/R01.3-2 MMLC_Launch IO.pdf
CIT39642,ControlTesterTestItem,/R01.3-4A FDA Contract.pdf
CIT39642,ControlTesterTestItem,/R01.3-6 Bridge of Spies IO.pdf
CIT39642,ControlTesterTestItem,/R01.3-7 REOrigins IO.pdf
CIT39642,ControlTesterTestItem,/R01.3-8 gods of egypt IO.pdf
CIT39642,ControlTesterTestItem,/R01.3-11 IGN Far Cry Primal Launch CSIO 2.pdf
CIT39642,ControlTesterTestItem,/R01.3-12 TTG_TWDMichonne_IO.pdf
CIT39642,ControlTesterTestItem,/R01.3-14 HardcoreHenry IGN IO.pdf
CIT39642,ControlTesterTestItem,/R01.3-15 Hearthstone Expansion_IGN_IO.pdf
CIT39642,ControlTesterTestItem,/R01.3-16 5HE IO.pdf
CIT39642,ControlTesterTestItem,/R01.3-17A SCEA uncharted IO.pdf
CIT39642,ControlTesterTestItem,/R01.3-17B SCEA uncharted email support.pdf
CIT39642,ControlTesterTestItem,/R01.3-18 IGN MTN DEW 2016 Media Plan.pdf
CIT39642,ControlTesterTestItem,/R01.3-19 Dell AW.pdf
CIT39642,ControlTesterTestItem,/R01.3-21 Thieves Guild_IGN_IO.pdf
CIT39642,ControlTesterTestItem,/R01.3-22 SCEA MLB The Show 16 - IO.pdf
CIT39642,ControlTesterTestItem,/R01.3-23 TWC Point Break - CSIO.pdf
CIT39642,ControlTesterTestItem,/R01.3-24 God Eater 2 Rage Burst IO.pdf
CIT39642,ControlTesterTestItem,/R01.3-25 Hulu FY16_Core_1H IO CM SIGN OFF.pdf
CIT39642,ControlTesterTestItem,/R01.3-26 Colorado receipt.pdf
CIT39642,ControlTesterTestItem,/R01.3-28 Mafia III E3 IO.pdf
CIT39642,ControlTesterTestItem,/R01.3-31 IMAX_Teenage Mutant Ninja Turtles_IO.pdf
CIT39642,ControlTesterTestItem,/R01.3-32 Old Spice - Youland.pdf
CIT39642,ControlTesterTestItem,/R01.3-33 the purge IO.pdf
CIT39642,ControlTesterTestItem,/R01.3-34 Warcraft.pdf
CIT39642,ControlTesterTestItem,/R01.3-35 IGN Zero Time Dilemma IO.pdf
CIT39642,ControlTesterTestItem,/R01.3-29 FY17 Watch Dogs 2 Announce E3 - IGN CSIO.pdf
CIT39642,ControlTesterTestItem,/R01.3-3_5_9_10_13_20_27_30.zip
CIT39643,ControlTesterTestItem,/R10.5/1 - Ookla First and Third Party Testing Workbook.xlsx
CIT39643,ControlTesterTestItem,/R10.5/Billing List/R10.5.1.1.xlsx
CIT39643,ControlTesterTestItem,/R10.5/Billing List/R10.5.1_.January 2016 Recon.pdf
CIT39643,ControlTesterTestItem,/R10.5/Billing List/R10.5.2_Ookla and RI Income Statement - NetSuite (Ziff Davis LLC)_January.pdf
CIT39643,ControlTesterTestItem,/R10.5/Billing List/R10.5.3_Copy of NetSuite Billing Variances_Jan (3).xlsx
CIT39643,ControlTesterTestItem,/R10.5/Billing List/R10.5.4.1.xlsx
CIT39643,ControlTesterTestItem,/R10.5/Billing List/R10.5.4_May 2016 Recon.pdf
CIT39643,ControlTesterTestItem,/R10.5/Billing List/R10.5.5_Ookla and RI Income Statement - NetSuite (Ziff Davis LLC)_May.pdf
CIT39643,ControlTesterTestItem,/R10.5/Billing List/R10.5.6_Copy of NetSuite Billing Variances_May.xlsx
CIT39643,ControlTesterTestItem,/R10.5/Billing List/R10.5.7.1.xlsx
CIT39643,ControlTesterTestItem,/R10.5/Billing List/R10.5.7_June 2016 Recon.pdf
CIT39664,ControlTesterTestItem,/R01.12/Contracts/R01.12.2.2_Huawei Technologies Speedtest Intelligence Appendix.pdf
CIT39664,ControlTesterTestItem,/R01.12/Contracts/R01.12.2.3_Spark Connect Speedtest Appendix 10-11-16.pdf
CIT39664,ControlTesterTestItem,/R01.12/Contracts/R01.12.2.4_Shanghai Alcatel Network Support Systems Speedtest Intelligence Appendix 10-17-16.pdf
CIT39664,ControlTesterTestItem,/R01.12/Contracts/R01.12.2.5_Smartfren Speedtest Intelligence Appendix.pdf
CIT39664,ControlTesterTestItem,/R01.12/Contracts/R01.12.2.6A_AT&T Wireline Agreement 11-16-16.pdf
CIT39664,ControlTesterTestItem,/R01.12/Contracts/R01.12.2.6B_Email.pdf
CIT39664,ControlTesterTestItem,/R01.12/Contracts/R01.12.2.7_Telenet Brand License Agreement 10-17-16.pdf
CIT39664,ControlTesterTestItem,/R01.12/Contracts/R01.12.2.8_Comcast Cable Brand Licensing Agreement 07-01-16.pdf
CIT39665,ControlTesterTestItem,/R06.8/Email Approvals/R06.8.2.8_Re_ Month End Commerce - Aug 2016_2.pdf
CIT39665,ControlTesterTestItem,/R06.8/Meeting Minutes/R06.8.1.1_February Month End Commerce Recap _ Ziff Davis.pdf
CIT39665,ControlTesterTestItem,/R06.8/Meeting Minutes/R06.8.1.2_April Month End Commerce Re-cap _ Ziff Davis.pdf
CIT39665,ControlTesterTestItem,/R06.8/Meeting Minutes/R06.8.1.3_June Month End Commerce Re-cap _ Ziff Davis.pdf
CIT39665,ControlTesterTestItem,/R06.8/Meeting Minutes/R06.8.1.4_August Month End Commerce Re-cap _ Ziff Davis.pdf
CIT39665,ControlTesterTestItem,/R06.8/Meeting Minutes/R06.8.1.5_Meeting Invites.xlsx
CIT39665,ControlTesterTestItem,/R06.8/Reporting Screenshots/R06.8.3.1_Commerce screenshots.xlsx
CIT39665,ControlTesterTestItem,/R06.8/Reporting Screenshots/R06.8.3.2_CJ Slotting_44/R06.8.3.2.1_Proof of Delivery.xlsx
CIT39665,ControlTesterTestItem,/R06.8/Reporting Screenshots/R06.8.3.2_CJ Slotting_44/R06.8.3.2.2_CJ Slotting_August.xlsx
CIT39665,ControlTesterTestItem,/R06.8/Reporting Screenshots/R06.8.3.2_CJ Slotting_44/R06.8.3.2.3_Slotting Dollars 2016_new.xlsx
CIT39665,ControlTesterTestItem,/R06.8/Reporting Screenshots/R06.8.3.3_TPO Slotting_45/R06.8.3.3.1_Proof of Delivery.xlsx
CIT39666,ControlTesterTestItem,/0- eMedia UK Sampling.xlsx
CIT39666,ControlTesterTestItem,/1- eMedia UK FY16 Testing.xlsx
CIT39666,ControlTesterTestItem,/R06.12b - B eMedia UK Follow Delivery FINAL.xlsx
CIT39666,ControlTesterTestItem,/R10 Invoice Support - NetSuite Screenshots FINAL.xlsx
CIT39666,ControlTesterTestItem,/R01.9 Contracts/R01.9-1- 45347.pdf
CIT39666,ControlTesterTestItem,/R01.9 Contracts/R01.9-2- 45279.pdf
CIT39666,ControlTesterTestItem,/R01.9 Contracts/R01.9-3- 45306.pdf
CIT39666,ControlTesterTestItem,/R01.9 Contracts/R01.9-4- 45272.pdf
CIT39666,ControlTesterTestItem,/R01.9 Contracts/R01.9-5- 45124.pdf
CIT39666,ControlTesterTestItem,/R01.9 Contracts/R01.9-6- 45242.pdf
CIT39666,ControlTesterTestItem,/R01.9 Contracts/R01.9-7- 45395.pdf
CIT39666,ControlTesterTestItem,/R01.9 Contracts/R01.9-8- 45289.pdf
CIT39666,ControlTesterTestItem,/R01.9 Contracts/R01.9-9- 45337.pdf
CIT39666,ControlTesterTestItem,/R01.9 Contracts/R01.9-10- 45405.pdf
CIT39666,ControlTesterTestItem,/R01.9 Contracts/R01.9-11- 45404.pdf
CIT39666,ControlTesterTestItem,/R01.9 Contracts/R01.9-12- 45236.pdf
CIT39666,ControlTesterTestItem,/R01.9 Contracts/R01.9-13- 45596.pdf
CIT39666,ControlTesterTestItem,/R01.9 Contracts/R01.9-14- 45553.pdf
CIT39666,ControlTesterTestItem,/R01.9 Contracts/R01.9-15- 45468.pdf
CIT39666,ControlTesterTestItem,/R01.9 Contracts/R01.9-16- 45551.pdf
CIT39666,ControlTesterTestItem,/R01.9 Contracts/R01.9-17- 45579.pdf
CIT39666,ControlTesterTestItem,/R01.9 Contracts/R01.9-18- 45403.pdf
CIT39666,ControlTesterTestItem,/R01.9 Contracts/R01.9-19-45534.pdf
CIT39666,ControlTesterTestItem,/R01.9 Contracts/R01.9-20- 45704.pdf
CIT39666,ControlTesterTestItem,/R01.9 Contracts/R01.9-21- 45739.pdf
CIT39666,ControlTesterTestItem,/R01.9 Contracts/R01.9-22- 45694.pdf
CIT39666,ControlTesterTestItem,/R01.9 Contracts/R01.9-23- 45628.pdf
CIT39666,ControlTesterTestItem,/R01.9 Contracts/R01.9-24- 45763.pdf
CIT39666,ControlTesterTestItem,/R01.9 Contracts/R01.9-25- 45589.pdf
CIT39666,ControlTesterTestItem,/R06.12 Month End Revenue Confirm/eMedia UK August 2016 Revenue.xlsx
CIT39666,ControlTesterTestItem,/R06.12 Month End Revenue Confirm/eMedia UK June 2016 Revenue.XLSX
CIT39666,ControlTesterTestItem,/R06.12 Month End Revenue Confirm/eMedia UK November 2016 revenue.xlsx
CIT39666,ControlTesterTestItem,/R06.12 Month End Revenue Confirm/eMedia UK September 2016 Revenue.xlsx
CIT39667,ControlTesterTestItem,"/R01.14/Contracts/1a_AWeber, March 24, 2016.pdf"
CIT39667,ControlTesterTestItem,"/R01.14/Contracts/2a_Skullcandy, March 25, 2016.pdf"
CIT39667,ControlTesterTestItem,/R01.14/Contracts/3a_Brother PCMag.pdf
CIT39667,ControlTesterTestItem,"/R01.14/Contracts/4a_Bitdefender, March 16, 2016.pdf"
CIT39667,ControlTesterTestItem,"/R01.14/Contracts/5a_IDrive, May 3, 2016_new.pdf"
CIT39667,ControlTesterTestItem,/R01.14/Contracts/6a_SurveyGizmo PCMag April 29 2016_signed_new.pdf
CIT39667,ControlTesterTestItem,/R01.14/Contracts/6c_FW_ Survey Gizmo Agreement - BL invoicing.pdf
CIT39667,ControlTesterTestItem,/R01.14/Contracts/7a_Sysomos PCMAG April 25 2016(clean2May2016) - signed[1].pdf
CIT39669,ControlTesterTestItem,/R06 Sampling and Accural Support/0 Acccural Support ZD Tech Aug 2016.xlsx
CIT39669,ControlTesterTestItem,/R06 Sampling and Accural Support/0 Acccural Support ZD Tech June 2016.xlsx
CIT39669,ControlTesterTestItem,/R06 Sampling and Accural Support/0 Acccural Support ZD Tech March 2016.xlsx
CIT39669,ControlTesterTestItem,/R06 Sampling and Accural Support/0 Acccural Support ZD Tech May 2016.xlsx
CIT39669,ControlTesterTestItem,/R06 Sampling and Accural Support/0 TechMedia Sampling - Random Months & Accrual JEs.xlsx
CIT39669,ControlTesterTestItem,/R06 ME - SF to AdB Rec AND emails/3A March Post Close Product Audit FINAL 4.11.16 (1).xlsx
CIT39669,ControlTesterTestItem,/R06 ME - SF to AdB Rec AND emails/3B March Liane Email confirm.pdf
CIT39669,ControlTesterTestItem,/R06 ME - SF to AdB Rec AND emails/3C SF Pre Close_March Final_4.6.2016.xlsx
CIT39669,ControlTesterTestItem,/R06 ME - SF to AdB Rec AND emails/5A May Post Close Product Audit FINAL 6.6.16.xlsx
CIT39669,ControlTesterTestItem,/R06 ME - SF to AdB Rec AND emails/5B May Liane Email confirm.pdf
CIT39669,ControlTesterTestItem,/R06 ME - SF to AdB Rec AND emails/5C SF Pre Close_May Final_6.3.2016.xlsx
CIT39669,ControlTesterTestItem,/R06 ME - SF to AdB Rec AND emails/6A June Post Close Product Audit FINAL 7.8.16.xlsx
CIT39669,ControlTesterTestItem,/R06 ME - SF to AdB Rec AND emails/6B June Liane Email confirm.pdf
CIT39669,ControlTesterTestItem,/R06 ME - SF to AdB Rec AND emails/6C SF Pre Close_June_Final.xlsx
CIT39669,ControlTesterTestItem,/R06 ME - SF to AdB Rec AND emails/8A Aug Post Close Product Audit FINAL 9.13.16.xlsx
CIT39669,ControlTesterTestItem,/R06 ME - SF to AdB Rec AND emails/8B Aug Liane Email Confirm.pdf
CIT39669,ControlTesterTestItem,/R06 ME - SF to AdB Rec AND emails/8C SF Pre Close_Aug Final_9.7.2016.xlsx
CIT39669,ControlTesterTestItem,/R06.2 Delivery Support/R06.02-39 Delivery Suport LENOVO_ Reporting_Aug2016.xls
CIT39669,ControlTesterTestItem,/R06.2 Delivery Support/R06.2-6 BatvSuper Dolby-ST-Lifetime_3.30.16.xlsx
CIT39669,ControlTesterTestItem,/R06.2 Delivery Support/R06.2-14 Dell Q2 2016 Netshelter Small Business_6.1.16.xlsx
CIT39669,ControlTesterTestItem,/R06.2 Delivery Support/R06.2-42 August Month End- TEADS Reporting.xlsx
CIT39669,ControlTesterTestItem,/R06.2 Delivery Support/R06.2-2 Dell Q1 FY17 PCM ROAS_March_2016.xlsx
CIT39669,ControlTesterTestItem,/R06.2 Delivery Support/R06.2-24 Dell Q2 2016 Netshelter Small Business_7.31.16.xlsx
CIT39669,ControlTesterTestItem,/R06.2 Delivery Support/R06.02-25B TCL EMAIL.pdf
CIT39669,ControlTesterTestItem,/R06.2 Delivery Support/R06.02-25A TCL June Rev Rec.xlsx
CIT39669,ControlTesterTestItem,/PC Mag NS Context Testing Workbook Final FY16/1 PC Mag NS Context Testing Phase 1 and 2_R01.1_4.1_6.2_Final.xlsx
CIT39669,ControlTesterTestItem,/Salesforce and AdBook Support/01.xlsx
CIT39669,ControlTesterTestItem,/Salesforce and AdBook Support/02.xlsx
CIT39669,ControlTesterTestItem,/Salesforce and AdBook Support/03.xlsx
CIT39669,ControlTesterTestItem,/Salesforce and AdBook Support/04.xlsx
CIT39669,ControlTesterTestItem,/Salesforce and AdBook Support/05.xlsx
CIT39669,ControlTesterTestItem,/Salesforce and AdBook Support/06.xlsx
CIT39669,ControlTesterTestItem,/Salesforce and AdBook Support/07.xlsx
CIT39669,ControlTesterTestItem,/Salesforce and AdBook Support/08.xlsx
CIT39669,ControlTesterTestItem,/Salesforce and AdBook Support/09.xlsx
CIT39669,ControlTesterTestItem,/Salesforce and AdBook Support/10.xlsx
CIT39669,ControlTesterTestItem,/Salesforce and AdBook Support/11.xlsx
CIT39669,ControlTesterTestItem,/Salesforce and AdBook Support/12.xlsx
CIT39669,ControlTesterTestItem,/Salesforce and AdBook Support/13.xlsx
CIT39669,ControlTesterTestItem,/Salesforce and AdBook Support/14.xlsx
CIT39669,ControlTesterTestItem,/Salesforce and AdBook Support/15.xlsx
CIT39669,ControlTesterTestItem,/Salesforce and AdBook Support/16.xlsx
CIT39669,ControlTesterTestItem,/Salesforce and AdBook Support/17.xlsx
